,Zip,Household Income Change,Median Home Value Change,% Bachelors+ Change,Store Count
17960,52302,16.53,11.11,4.48,1.0
18012,52402,17.78,8.06,0.03,3.0
18013,52403,13.56,2.45,4.74,1.0
18014,52404,16.83,15.08,3.91,3.0
18015,52405,13.07,8.58,0.28,1.0
18016,52411,11.05,14.67,6.75,1.0
18017,52501,11.85,6.33,0.83,1.0
18065,52601,18.15,11.22,2.47,1.0
18073,52627,12.8,19.0,-3.19,1.0
18091,52655,12.87,4.45,2.91,1.0
18100,52722,12.91,23.34,1.03,2.0
18107,52732,1.08,5.17,4.81,1.0
18127,52761,12.82,11.98,0.99,2.0
18144,52807,17.77,10.31,2.76,4.0
18149,53005,20.29,6.38,0.75,5.0
18154,53012,13.94,17.52,2.35,1.0
18160,53018,3.95,1.04,8.79,2.0
18164,53022,8.86,2.69,4.41,1.0
18166,53024,12.46,6.69,-0.43,2.0
18181,53045,17.4,7.39,1.95,1.0
18187,53051,11.24,1.73,0.98,2.0
18194,53066,14.61,6.12,0.28,1.0
18197,53072,13.69,3.24,1.45,2.0
18205,53081,12.56,-7.48,4.0,2.0
18207,53085,-0.78,5.95,-1.95,1.0
18210,53089,16.8,3.89,2.45,1.0
18213,53092,3.54,5.52,-0.15,1.0
18216,53095,7.7,-9.65,-0.51,1.0
18225,53115,16.32,-2.43,6.51,1.0
18234,53129,19.69,-2.91,1.38,2.0
18235,53130,13.35,-4.67,0.59,1.0
18236,53132,1.84,0.5,4.31,2.0
18239,53140,11.38,-14.24,1.69,1.0
18240,53142,6.38,-8.04,4.05,3.0
18244,53147,12.39,2.38,-0.07,2.0
18246,53150,7.58,4.24,-1.79,1.0
18247,53151,5.28,-0.44,4.67,2.0
18249,53154,7.9,0.59,4.21,5.0
18251,53158,10.42,-9.38,9.57,2.0
18264,53186,7.47,-5.51,4.59,2.0
18265,53188,5.18,2.93,0.52,1.0
18266,53189,11.17,1.07,2.15,2.0
18271,53202,21.78,1.91,11.71,5.0
18272,53203,51.33,-5.42,-1.85,1.0
18276,53207,14.6,-2.24,1.97,5.0
18280,53211,25.08,10.65,0.0,3.0
18282,53213,22.16,1.68,3.86,1.0
18283,53214,3.94,-10.82,3.48,3.0
18284,53215,6.53,-23.74,0.31,1.0
18285,53216,6.53,-28.11,0.65,1.0
18286,53217,10.73,14.56,0.59,3.0
18289,53220,17.02,-9.74,1.55,1.0
18290,53221,9.82,-10.76,1.37,1.0
18291,53222,11.83,-11.68,-1.84,4.0
18292,53223,7.79,-15.5,4.62,1.0
18295,53226,12.41,0.71,0.48,4.0
18296,53227,13.06,-8.5,3.03,2.0
18298,53233,5.72,-16.56,13.59,1.0
18305,53406,8.65,-0.11,1.51,2.0
18315,53511,10.71,-1.53,3.7,1.0
18341,53545,8.57,-2.31,2.41,1.0
18342,53546,9.19,2.17,4.54,1.0
18356,53562,14.64,18.84,0.95,2.0
18380,53590,7.7,8.62,2.39,2.0
18387,53703,49.21,15.45,-2.92,3.0
18388,53704,18.57,2.72,0.41,2.0
18389,53705,8.97,14.08,1.3,2.0
18391,53711,8.97,11.74,2.47,2.0
18395,53716,15.97,10.59,1.96,1.0
18396,53717,11.46,14.55,4.03,1.0
18398,53719,19.31,4.77,4.53,3.0
18463,53965,9.03,0.56,0.82,1.0
18479,54016,14.65,6.18,2.63,1.0
18502,54115,21.33,6.59,4.97,2.0
18558,54220,8.11,-0.85,2.33,1.0
18565,54235,24.01,5.17,2.29,1.0
18571,54302,10.55,-6.62,-1.01,1.0
18572,54303,7.95,-2.66,-1.06,1.0
18573,54304,6.89,-0.46,1.68,1.0
18575,54311,1.16,6.24,4.24,1.0
18577,54401,9.46,7.3,1.22,2.0
18613,54449,18.23,9.25,1.21,1.0
18628,54467,1.81,10.73,3.18,1.0
18638,54481,20.96,16.89,1.84,1.0
18734,54650,2.26,11.99,2.47,1.0
18744,54660,20.43,11.84,3.91,1.0
18752,54701,12.14,8.62,6.27,3.0
18864,54901,16.89,6.61,1.71,1.0
18865,54902,4.38,-0.51,-0.24,2.0
18868,54911,8.83,2.17,-0.46,1.0
18869,54913,13.52,8.59,4.83,2.0
18870,54914,10.09,2.95,2.81,1.0
18871,54915,3.87,5.49,4.73,1.0
18883,54935,17.08,0.0,0.79,2.0
18884,54937,7.86,7.78,0.91,1.0
18897,54956,7.84,6.61,1.22,1.0
18924,55008,16.82,-4.91,4.22,1.0
18929,55014,14.2,0.22,8.48,1.0
18930,55016,14.82,5.72,2.61,2.0
18937,55025,20.55,-1.14,-0.76,2.0
18944,55033,8.73,3.42,5.25,1.0
18952,55044,9.3,10.51,4.02,4.0
18963,55057,4.02,1.99,4.5,1.0
18964,55060,9.45,-0.44,1.08,2.0
18967,55066,12.71,0.17,1.03,1.0
18968,55068,14.17,4.56,3.58,1.0
18977,55077,-0.88,6.63,10.76,1.0
18980,55082,22.56,6.47,1.57,3.0
18989,55102,31.49,4.22,2.15,1.0
18991,55104,33.22,-2.2,0.44,1.0
18992,55105,19.94,10.63,2.29,2.0
18993,55106,16.77,-7.09,5.2,1.0
18996,55109,20.58,-1.8,2.59,1.0
18997,55110,19.99,1.1,4.58,2.0
18998,55111,-70.77,10.15,45.42,3.0
19000,55113,20.57,3.24,0.13,4.0
19003,55116,20.88,9.53,3.22,1.0
19005,55118,15.01,-2.58,-0.28,2.0
19009,55122,5.02,4.32,4.13,5.0
19011,55124,10.66,4.38,2.72,2.0
19012,55125,13.05,6.34,2.44,6.0
19013,55126,5.62,2.83,2.95,2.0
19014,55127,19.28,-3.85,-0.05,1.0
19015,55128,3.75,3.6,5.52,3.0
19016,55129,22.88,9.05,-0.11,1.0
19023,55304,14.61,5.15,5.45,1.0
19024,55305,7.31,3.85,5.66,3.0
19025,55306,17.3,7.92,1.57,1.0
19030,55311,17.73,9.78,4.84,1.0
19032,55313,10.32,3.89,-0.4,1.0
19035,55316,7.69,-0.26,0.97,2.0
19036,55317,16.3,5.5,3.4,2.0
19037,55318,24.43,6.72,2.04,1.0
19047,55330,25.28,1.92,4.24,2.0
19048,55331,14.65,12.15,2.4,1.0
19054,55337,8.24,2.3,2.5,2.0
19057,55340,13.93,21.84,3.1,1.0
19060,55343,2.72,4.0,5.41,1.0
19061,55344,8.53,10.84,2.83,4.0
19062,55345,11.24,5.97,3.06,1.0
19066,55350,7.73,-5.04,4.26,1.0
19076,55362,3.09,8.85,7.72,1.0
19082,55369,4.64,4.41,7.05,3.0
19087,55374,33.54,5.87,2.31,2.0
19090,55378,20.93,7.25,3.4,2.0
19091,55379,8.56,11.14,-1.9,1.0
19097,55387,15.85,18.22,4.04,1.0
19101,55391,19.04,11.15,-0.34,1.0
19106,55401,16.02,29.86,5.11,1.0
19107,55402,31.89,10.15,14.54,4.0
19108,55403,24.12,6.5,3.87,4.0
19109,55404,17.78,9.21,2.95,1.0
19110,55405,21.39,18.37,3.66,1.0
19111,55406,25.13,8.04,3.46,1.0
19118,55413,36.66,9.22,6.43,1.0
19119,55414,30.2,10.45,-3.87,3.0
19121,55416,11.71,11.18,1.8,2.0
19124,55419,19.99,1.93,-1.16,1.0
19125,55420,15.64,-0.29,0.07,1.0
19126,55421,8.72,-3.84,3.24,2.0
19128,55423,21.39,-0.42,2.29,2.0
19129,55424,30.09,16.57,2.88,1.0
19130,55425,28.4,0.34,0.98,4.0
19131,55426,20.32,6.02,6.05,1.0
19132,55427,11.5,1.36,0.5,1.0
19133,55428,17.67,1.95,0.87,3.0
19134,55429,5.85,-3.88,0.75,1.0
19136,55431,31.14,4.99,1.8,2.0
19138,55433,13.1,-4.22,4.67,2.0
19139,55434,7.32,-0.32,1.2,1.0
19140,55435,29.3,11.67,0.24,5.0
19141,55436,13.2,16.69,2.75,2.0
19144,55439,32.48,9.9,3.91,1.0
19145,55441,5.86,11.53,6.91,1.0
19146,55442,16.29,6.5,7.93,1.0
19147,55443,12.43,-6.88,6.72,2.0
19152,55448,7.78,1.55,7.12,2.0
19153,55449,14.65,11.8,2.76,1.0
19155,55454,55.37,-1.97,-3.67,1.0
19156,55455,15.05,10.15,271.76,1.0
19202,55744,3.68,4.75,-0.11,1.0
19234,55792,18.89,2.29,-0.22,1.0
19239,55802,56.9,-4.53,6.28,1.0
19247,55811,13.49,6.63,-0.92,4.0
19250,55901,7.36,10.05,0.36,3.0
19251,55902,10.69,21.43,-0.74,2.0
19252,55904,10.85,12.14,3.13,2.0
19316,55987,20.81,-1.23,5.08,1.0
19320,56001,13.2,12.1,0.99,2.0
19386,66061,15.69,21.16,-3.06,1.0
19387,66062,13.8,15.62,2.69,7.0
19390,66067,5.2,0.25,2.95,1.0
19418,66109,14.2,6.12,3.28,1.0
19419,66111,13.59,-3.54,-3.57,1.0
19420,66112,18.41,-2.0,-1.94,1.0
19421,66115,15.05,10.15,2.14,1.0
19423,66202,25.33,-0.24,0.99,3.0
19425,66204,8.87,8.87,-0.84,1.0
19427,66206,35.92,25.71,-3.37,1.0
19429,66208,11.72,24.41,-3.79,2.0
19430,66209,3.91,9.45,3.25,2.0
19431,66210,8.85,12.68,-1.08,3.0
19432,66211,23.64,0.59,6.66,1.0
19433,66212,10.56,4.0,2.41,1.0
19434,66213,19.36,15.11,5.15,3.0
19435,66214,21.76,4.28,2.13,2.0
19436,66215,5.54,9.53,1.73,2.0
19437,66216,18.45,10.46,1.33,2.0
19438,66217,-1.96,6.31,9.16,1.0
19442,66221,16.92,13.08,6.21,1.0
19443,66223,9.01,12.15,1.6,2.0
19445,66226,19.19,14.42,1.38,1.0
19478,66441,11.85,22.8,-4.94,1.0
19479,66442,8.31,10.15,6.68,1.0
19483,66502,21.61,18.41,3.61,3.0
19526,66604,18.99,0.63,3.7,2.0
19535,66614,12.93,9.28,2.57,3.0
19577,66762,12.32,2.67,1.32,1.0
19594,66801,14.21,11.87,0.78,1.0
19663,67002,12.06,13.36,-3.79,1.0
19689,67037,8.19,11.54,5.58,2.0
19693,67042,4.6,2.17,8.28,1.0
19762,67203,14.22,7.38,5.54,1.0
19764,67205,10.01,10.24,6.44,3.0
19765,67206,15.22,11.74,-0.98,3.0
19766,67207,9.23,11.63,4.2,2.0
19768,67209,10.67,6.11,1.68,1.0
19771,67212,1.92,3.58,3.64,2.0
19772,67213,18.53,5.51,0.85,1.0
19775,67216,16.39,2.47,5.59,1.0
19776,67217,16.4,3.19,-1.07,2.0
19781,67226,1.88,7.95,-0.4,2.0
19786,67235,7.08,5.01,2.25,1.0
19815,67401,11.73,9.81,3.1,3.0
19871,67501,16.06,6.56,2.71,1.0
19872,67502,17.39,10.57,2.02,1.0
19992,57401,17.1,23.8,-0.58,2.0
20115,57701,16.73,18.15,4.02,5.0
20116,57702,13.61,16.52,3.09,2.0
20129,57732,4.8,8.57,-1.47,1.0
20161,57783,20.45,29.82,1.72,1.0
20231,58103,15.37,24.15,3.99,2.0
20232,58104,24.06,36.03,5.14,1.0
20234,58201,12.29,34.98,1.27,3.0
20400,58501,25.53,46.04,2.23,1.0
20401,58503,13.59,63.99,-0.49,1.0
20402,58504,31.19,61.38,2.48,2.0
20445,58601,40.65,76.52,-1.87,1.0
20475,58701,46.91,74.74,-0.32,2.0
20625,59101,24.14,19.9,1.93,1.0
20626,59102,11.21,21.27,0.65,6.0
20627,59105,16.47,19.72,1.96,2.0
20697,59404,16.43,15.59,-0.86,1.0
20698,59405,8.81,14.72,-0.14,4.0
20779,59601,16.67,19.73,1.46,3.0
20796,59701,4.77,18.73,-1.61,1.0
20801,59714,31.08,19.69,3.44,1.0
20802,59715,14.83,21.21,1.41,2.0
20804,59718,16.62,19.07,0.62,3.0
20809,59725,2.66,4.22,1.76,1.0
20839,59801,18.42,5.25,2.14,4.0
20843,59808,16.17,19.18,6.21,2.0
20875,59860,14.45,6.78,0.35,1.0
20888,59901,17.04,9.17,1.92,3.0
20914,59937,29.11,2.92,1.08,1.0
20916,60004,13.26,-2.09,1.64,1.0
20917,60005,18.43,-0.3,6.61,3.0
20918,60007,14.33,-6.57,6.12,2.0
20919,60008,17.7,-11.52,5.84,2.0
20920,60010,14.18,-6.28,2.86,4.0
20922,60013,-0.08,-15.82,7.91,2.0
20923,60014,11.2,-7.95,7.01,3.0
20924,60015,12.18,-6.71,1.66,2.0
20926,60018,13.64,-5.62,2.61,8.0
20927,60020,-2.4,-22.2,2.23,1.0
20928,60021,33.62,-13.38,5.53,1.0
20929,60022,16.78,-6.09,3.53,2.0
20930,60025,5.28,-4.52,-0.37,2.0
20931,60026,6.84,-6.53,0.48,3.0
20933,60030,0.72,-13.54,3.07,2.0
20934,60031,9.42,-9.48,2.74,6.0
20937,60035,29.03,1.32,1.69,3.0
20938,60040,-6.38,-12.66,0.44,1.0
20942,60044,5.09,-3.61,2.14,2.0
20943,60045,28.89,-0.76,0.18,3.0
20945,60047,8.74,-3.58,3.66,4.0
20946,60048,23.04,-3.92,1.44,2.0
20947,60050,2.49,-18.38,2.66,1.0
20949,60053,17.58,-11.24,2.9,1.0
20950,60056,7.37,-1.81,-1.13,2.0
20951,60060,10.97,-4.13,7.64,3.0
20952,60061,9.54,-1.96,2.36,5.0
20953,60062,12.97,-4.13,5.59,7.0
20955,60067,6.54,-8.7,5.02,1.0
20956,60068,13.66,-4.17,0.23,2.0
20961,60073,11.22,-14.1,4.37,2.0
20962,60074,6.83,-2.35,5.17,2.0
20963,60076,12.34,-8.47,2.03,2.0
20964,60077,6.51,-10.91,-1.26,3.0
20968,60085,5.27,-28.57,0.36,2.0
20969,60087,0.07,-18.2,1.99,1.0
20971,60089,21.67,-2.05,1.67,2.0
20972,60090,12.23,-16.63,3.47,2.0
20973,60091,18.71,2.21,2.18,4.0
20974,60093,19.47,6.3,0.94,2.0
20977,60098,3.48,-14.99,0.87,1.0
20979,60101,4.43,-10.56,3.07,1.0
20980,60102,6.8,-9.13,3.52,3.0
20981,60103,11.71,-11.14,5.73,2.0
20983,60106,14.71,-14.35,4.27,1.0
20984,60107,11.63,-17.72,7.16,2.0
20985,60108,20.53,0.0,-0.53,2.0
20991,60115,11.64,-12.91,12.47,4.0
20992,60118,4.72,-8.23,6.81,1.0
20995,60123,12.18,-15.25,2.39,2.0
20997,60126,27.71,7.81,-0.05,4.0
20999,60130,14.8,3.73,4.8,1.0
21001,60133,12.7,-14.39,6.31,1.0
21002,60134,12.41,-1.08,7.49,3.0
21005,60137,19.37,3.18,2.32,3.0
21006,60139,2.51,-15.58,7.33,2.0
21009,60142,5.76,-5.05,-1.53,2.0
21010,60143,18.07,-5.31,0.75,1.0
21014,60148,13.16,-3.14,-1.64,4.0
21019,60154,10.2,-15.44,2.42,1.0
21020,60155,-1.84,-21.63,7.48,2.0
21021,60156,9.96,-6.56,-0.76,1.0
21023,60160,15.29,-26.83,8.12,1.0
21024,60162,0.92,-26.85,1.94,1.0
21028,60169,14.84,-6.36,-0.06,1.0
21030,60172,4.88,-10.84,4.15,1.0
21031,60173,33.12,34.63,4.08,9.0
21032,60174,14.39,-4.84,2.58,4.0
21034,60176,14.28,-24.12,8.21,2.0
21035,60177,14.59,-1.59,2.35,2.0
21038,60181,4.97,-7.74,0.25,3.0
21040,60185,15.69,-1.25,8.26,1.0
21041,60187,30.65,0.11,-0.4,3.0
21042,60188,10.73,-5.65,5.53,1.0
21043,60189,2.25,-2.43,0.96,2.0
21045,60191,5.3,-16.32,2.49,1.0
21046,60192,8.65,-4.83,6.13,3.0
21047,60193,18.31,-3.92,0.39,2.0
21048,60194,4.27,-7.72,4.96,1.0
21049,60195,41.02,-26.3,-5.7,1.0
21050,60201,14.32,2.71,-2.85,4.0
21051,60202,13.68,-3.8,-0.14,3.0
21053,60301,55.66,-5.82,4.39,1.0
21056,60305,-0.77,-3.47,4.8,2.0
21058,60402,21.43,-16.72,2.0,1.0
21060,60404,18.84,0.12,1.12,2.0
21064,60409,1.78,-23.0,4.2,1.0
21067,60415,-12.16,-10.87,-6.07,1.0
21072,60421,12.45,-15.63,6.81,1.0
21073,60422,2.13,-14.62,0.54,1.0
21074,60423,11.47,-1.49,4.43,1.0
21078,60428,-15.66,-28.19,-0.58,1.0
21080,60430,0.05,-16.76,4.11,3.0
21081,60431,14.9,-9.22,3.62,1.0
21082,60432,15.51,-28.41,0.86,1.0
21084,60435,0.56,-8.88,-0.77,1.0
21088,60439,4.17,-5.34,4.16,2.0
21089,60440,1.6,-12.29,7.74,4.0
21090,60441,0.9,-2.82,2.88,1.0
21092,60443,15.23,-16.45,2.56,1.0
21094,60445,6.37,-17.79,9.52,1.0
21095,60446,15.7,-8.49,2.1,2.0
21096,60447,-7.0,-9.27,-0.61,1.0
21099,60450,13.94,0.38,3.4,1.0
21100,60451,19.48,-1.42,6.12,2.0
21102,60453,6.73,-13.95,2.94,5.0
21107,60459,7.28,-19.57,0.63,2.0
21110,60462,9.92,-7.07,0.68,6.0
21111,60463,8.37,-7.97,1.62,1.0
21115,60467,9.08,-0.71,9.78,2.0
21121,60473,2.39,-15.03,1.91,1.0
21125,60477,-4.16,-8.95,2.82,1.0
21132,60487,9.46,-13.37,0.44,1.0
21133,60490,17.94,-13.0,0.91,1.0
21134,60491,5.72,-7.89,8.89,1.0
21136,60502,12.21,-1.42,3.84,4.0
21138,60504,10.32,-9.16,2.91,2.0
21140,60506,15.91,-11.5,0.78,1.0
21141,60510,6.55,0.37,6.57,1.0
21145,60514,26.7,-4.25,2.48,1.0
21146,60515,13.47,-1.44,0.51,4.0
21148,60517,14.12,-1.22,3.09,3.0
21152,60521,18.56,7.04,1.78,3.0
21153,60523,6.66,-3.61,5.62,4.0
21154,60525,15.31,-2.47,2.16,3.0
21156,60527,29.17,5.57,5.28,2.0
21159,60532,14.09,-1.7,2.47,2.0
21160,60534,16.65,-23.33,-1.11,1.0
21163,60538,8.69,0.11,-0.34,1.0
21165,60540,12.12,2.48,1.25,6.0
21167,60542,-0.59,-8.54,1.46,1.0
21168,60543,12.42,-8.45,3.51,1.0
21169,60544,-1.48,-2.57,0.62,2.0
21171,60546,19.61,-8.47,0.54,1.0
21179,60555,11.21,-9.52,-0.02,2.0
21182,60558,18.71,4.25,2.22,1.0
21183,60559,7.73,-1.17,-1.39,1.0
21184,60560,13.13,-8.06,-0.06,2.0
21185,60561,22.68,-2.16,1.87,1.0
21186,60563,18.07,3.43,4.81,3.0
21187,60564,7.77,5.56,9.79,2.0
21188,60565,16.92,1.99,5.75,1.0
21190,60586,22.56,-7.24,4.59,1.0
21191,60601,17.02,10.87,2.54,11.0
21192,60602,60.06,-43.14,9.24,8.0
21193,60603,46.58,-3.92,11.2,5.0
21194,60604,12.08,0.61,-23.98,4.0
21195,60605,48.16,9.55,-1.16,3.0
21196,60606,20.21,16.05,14.74,11.0
21197,60607,18.0,6.11,-7.95,7.0
21198,60608,24.15,-3.26,7.66,1.0
21199,60609,1.31,-18.29,7.82,1.0
21200,60610,23.53,6.03,3.48,8.0
21201,60611,20.96,3.5,0.2,17.0
21203,60613,23.63,3.2,0.66,1.0
21204,60614,25.33,12.55,2.85,13.0
21205,60615,13.74,-2.77,1.64,3.0
21208,60618,28.4,3.9,2.16,5.0
21210,60620,1.99,-10.95,11.51,1.0
21211,60621,6.6,-19.98,6.86,1.0
21212,60622,46.77,9.55,6.6,3.0
21215,60625,20.45,0.33,4.75,3.0
21216,60626,2.19,-12.41,3.58,2.0
21219,60630,28.1,-6.05,5.15,1.0
21220,60631,20.6,-2.41,2.75,1.0
21221,60632,5.99,-21.25,7.8,2.0
21225,60637,2.53,-16.43,-0.62,2.0
21226,60638,12.59,-11.38,1.45,1.0
21227,60639,12.64,-17.6,7.31,1.0
21228,60640,19.72,1.81,-1.45,3.0
21229,60641,25.47,-10.12,4.17,1.0
21230,60642,55.72,13.04,6.06,3.0
21231,60643,10.5,-0.46,2.08,2.0
21233,60645,8.1,3.8,3.59,1.0
21234,60646,24.1,-0.62,3.57,2.0
21235,60647,46.02,3.99,6.17,4.0
21236,60649,2.64,-16.42,1.77,1.0
21240,60654,26.35,7.76,-0.39,6.0
21241,60655,14.65,-3.97,3.98,1.0
21243,60657,21.59,4.55,-0.22,9.0
21244,60659,5.59,-2.45,0.78,3.0
21245,60660,27.72,-0.08,5.93,2.0
21246,60661,23.42,4.24,0.26,6.0
21247,60706,17.93,-10.29,1.56,2.0
21248,60707,4.56,-9.44,1.03,2.0
21249,60712,9.19,-11.39,4.85,1.0
21250,60714,27.98,-12.57,-0.14,4.0
21251,60803,8.78,-12.9,-0.95,1.0
21252,60804,5.29,-22.51,5.45,1.0
21260,60914,12.18,-6.13,-0.57,3.0
21289,60951,16.21,15.9,7.64,1.0
21311,61008,1.66,-12.73,5.32,2.0
21329,61032,5.13,-6.81,-1.13,1.0
21359,61072,15.65,-4.56,5.27,1.0
21374,61101,19.57,-17.13,5.76,1.0
21379,61108,13.79,-18.6,-1.46,4.0
21382,61112,128.21,10.15,0.0,2.0
21383,61114,8.2,-10.44,2.57,1.0
21384,61115,15.72,-5.09,1.36,2.0
21412,61265,8.88,6.14,1.63,2.0
21467,61354,-0.76,0.49,0.37,3.0
21475,61364,11.19,0.12,6.29,1.0
21488,61401,8.83,2.74,0.98,1.0
21530,61455,39.01,12.02,16.31,1.0
21564,61520,15.33,6.4,2.85,1.0
21589,61550,13.04,12.27,-2.55,1.0
21592,61554,15.59,7.19,1.27,1.0
21610,61606,28.44,23.69,-0.31,1.0
21613,61611,10.25,7.99,2.51,1.0
21614,61614,4.36,-1.28,1.69,3.0
21615,61615,2.73,9.29,1.58,5.0
21618,61701,7.41,1.64,4.43,1.0
21619,61704,6.3,2.66,0.62,2.0
21659,61761,9.05,7.52,3.76,3.0
21671,61801,13.64,-1.12,11.45,2.0
21672,61802,4.69,-0.65,-4.87,1.0
21682,61820,11.75,9.38,9.28,4.0
21684,61822,6.37,1.39,6.46,1.0
21736,61920,23.29,2.88,21.55,1.0
21777,62025,-1.53,13.59,0.2,2.0
21841,62208,3.56,-6.57,0.7,3.0
21849,62221,11.85,3.35,5.1,1.0
21852,62226,7.75,-4.31,0.95,1.0
21857,62234,12.79,5.84,3.86,1.0
21885,62269,10.96,-0.87,5.3,1.0
21908,62301,4.46,14.1,4.63,1.0
21909,62305,19.61,23.25,1.54,1.0
21960,62401,8.06,28.12,1.45,1.0
22032,62526,1.36,6.1,1.61,2.0
22065,62568,8.47,4.57,4.0,1.0
22116,62682,45.16,-24.29,8.49,1.0
22127,62701,11.5,10.15,4.13,1.0
22128,62702,-2.4,4.53,3.99,1.0
22129,62703,17.54,1.21,4.14,1.0
22130,62704,7.07,8.86,-1.46,4.0
22186,62864,9.48,1.44,0.83,1.0
22220,62901,7.08,-0.42,15.82,1.0
22221,62902,25.59,28.8,15.98,1.0
22267,62959,14.91,27.47,1.86,1.0
22298,63005,-2.37,4.58,5.0,4.0
22299,63010,3.57,-0.83,1.78,2.0
22300,63011,15.65,7.56,1.15,4.0
22306,63017,14.82,9.32,1.74,2.0
22312,63026,10.82,0.47,4.77,1.0
22315,63031,10.05,-15.38,-1.72,1.0
22316,63033,2.19,-17.44,-0.63,1.0
22322,63040,8.22,10.08,7.2,1.0
22324,63042,9.32,-10.45,-0.29,1.0
22326,63044,25.81,-1.64,1.01,1.0
22352,63088,-2.74,-3.82,2.82,1.0
22354,63090,20.81,10.83,3.33,1.0
22356,63101,19.31,-2.7,-2.21,1.0
22357,63102,1.5,-9.34,-7.55,2.0
22358,63103,26.64,-12.16,-0.4,1.0
22359,63104,29.35,-4.17,4.03,1.0
22360,63105,10.61,4.76,-5.04,2.0
22363,63108,53.3,41.66,14.7,1.0
22364,63109,15.83,2.11,9.49,3.0
22366,63111,-18.43,-13.39,-0.53,1.0
22372,63117,30.8,2.2,7.11,3.0
22374,63119,24.42,8.61,0.31,2.0
22377,63122,24.63,28.18,1.22,2.0
22378,63123,9.33,-3.57,-0.32,1.0
22380,63125,21.47,-6.92,1.35,1.0
22381,63126,15.8,1.74,3.02,1.0
22382,63127,14.68,5.01,-2.03,1.0
22383,63128,4.61,4.44,0.7,1.0
22384,63129,4.48,1.54,3.83,1.0
22385,63130,15.41,32.03,2.33,3.0
22386,63131,11.78,16.22,2.93,5.0
22387,63132,3.73,22.31,-5.45,1.0
22390,63135,13.22,-17.02,-0.21,1.0
22396,63141,5.16,8.54,4.89,2.0
22398,63144,16.28,22.31,-1.72,3.0
22399,63146,13.08,1.9,3.06,2.0
22402,63301,5.91,1.75,-0.56,1.0
22404,63304,10.76,9.27,6.41,1.0
22427,63366,11.54,5.89,7.38,1.0
22428,63367,13.17,8.19,-2.94,1.0
22429,63368,19.3,5.02,4.91,3.0
22433,63376,9.31,2.94,5.34,1.0
22440,63385,20.45,6.48,-1.3,2.0
22486,63501,20.33,25.73,-1.75,1.0
22506,63551,10.2,85.65,-33.4,1.0
22554,63701,13.65,13.31,-1.02,3.0
22593,63821,-39.73,-16.17,-3.71,1.0
22664,64011,-12.24,12.85,0.31,1.0
22665,64012,23.0,9.59,6.38,1.0
22666,64014,10.56,7.17,3.16,2.0
22677,64030,2.45,-4.94,0.48,1.0
22686,64053,-7.58,-30.18,-7.71,1.0
22688,64055,2.97,0.0,3.88,4.0
22689,64056,14.74,-1.67,2.7,1.0
22690,64057,-0.44,5.19,0.07,3.0
22695,64063,9.48,4.13,2.25,2.0
22700,64068,10.0,5.66,3.96,1.0
22709,64079,9.74,14.24,-1.55,1.0
22711,64081,13.86,8.05,3.69,2.0
22716,64086,7.78,13.71,-0.08,1.0
22721,64093,8.77,7.57,0.2,1.0
22727,64105,55.66,-9.85,-4.8,2.0
22732,64111,31.99,0.67,-3.05,2.0
22733,64112,47.89,13.47,2.04,2.0
22735,64114,20.16,8.9,4.74,2.0
22738,64118,14.53,1.73,5.59,1.0
22739,64119,13.21,7.14,2.36,2.0
22757,64145,1.28,0.21,5.18,2.0
22762,64151,14.82,8.07,0.25,2.0
22764,64153,24.1,9.21,1.0,5.0
22765,64154,38.79,10.87,5.33,2.0
22766,64155,10.61,7.87,-1.23,2.0
22768,64157,16.35,16.36,-0.72,1.0
22791,64433,-40.19,-31.73,18.45,1.0
22819,64468,17.4,20.9,3.21,2.0
22851,64506,16.01,4.54,-2.91,4.0
22901,64681,13.79,-22.13,-22.41,1.0
22907,64701,1.46,21.36,-2.06,2.0
22916,64733,7.82,34.62,2.85,1.0
22953,64801,14.83,22.04,1.26,3.0
22954,64804,17.79,30.11,3.49,1.0
22957,64832,23.67,7.14,9.64,1.0
22966,64844,21.59,36.04,20.39,1.0
22983,64870,26.48,12.65,7.13,1.0
23022,65065,18.59,14.13,-7.92,3.0
23041,65109,0.87,11.62,0.9,2.0
23042,65201,15.98,28.88,4.36,3.0
23044,65203,16.03,16.11,4.5,4.0
23087,65301,11.99,16.25,2.61,1.0
23140,65473,24.63,10.15,10.83,1.0
23169,65583,6.67,7.99,4.28,1.0
23170,65584,-1.2,11.98,-2.55,1.0
23188,65616,-4.11,-11.05,-0.39,2.0
23231,65672,18.88,11.83,3.14,1.0
23253,65714,5.12,17.59,4.45,1.0
23257,65721,6.32,10.07,0.97,1.0
23272,65738,2.62,9.67,-4.19,1.0
23315,65802,11.68,9.89,-2.75,4.0
23316,65803,6.21,9.16,2.29,2.0
23317,65804,18.75,11.56,4.05,4.0
23318,65806,-11.09,20.23,-1.54,1.0
23319,65807,4.69,4.78,1.19,5.0
23321,65810,1.08,8.51,5.38,1.0
23352,66044,27.15,13.04,1.88,2.0
23354,66046,-2.11,5.23,5.07,2.0
23357,66049,17.73,5.55,5.52,3.0
23364,77459,4.95,31.12,0.49,5.0
23372,77469,18.91,45.19,4.73,1.0
23374,77471,21.89,42.33,0.38,3.0
23375,77473,371.85,163.64,-15.18,1.0
23379,77477,10.19,12.71,6.9,1.0
23380,77478,-1.46,21.85,5.3,2.0
